kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
21070096,JH Subur Raya, Jl Subur Raya , Jakarta Pusat , Gambir , -   ,213, Jalur Hijau Jalan 
21070082,JH Petojo Sabangan II, Jl Petojo Sabangan II , Jakarta Pusat , Gambir , -   ,1000, Jalur Hijau Jalan 
21070071,JH Pembangunan III, Jl Pembangunan III , Jakarta Pusat , Gambir , -   ,152, Jalur Hijau Jalan 
21070032,JH Gadjah Mada (Depan Duta Merlin), Jl Gadjah Mada , Jakarta Pusat , Gambir , -   ,63, Jalur Hijau Jalan 
21070007,JH Batu Ceper Raya, Jl Batu Ceper Raya , Jakarta Pusat , Gambir , -   ,524, Jalur Hijau Jalan 
21070105,JH Tanah Abang Timur, Jl. Tanah Abang Timur , Jakarta Pusat , Gambir , -   ,1663, Jalur Hijau Jalan 
21070093,JH Sangihe, Jl Sangihe , Jakarta Pusat , Gambir , -   ,96, Jalur Hijau Jalan 
21070068,JH Pejambon I A, JL Pejambon I A , Jakarta Pusat , Gambir , -   ,10, Jalur Hijau Jalan 
21070080,JH Petojo Enclek XIII, Jl Petojo Enclek XIII , Jakarta Pusat , Gambir , -   ,180, Jalur Hijau Jalan 
21070041,JH Juanda II, Jl. Juanda II , Jakarta Pusat , Gambir , -   ,100, Jalur Hijau Jalan 
21070029,JH Duri I, Jl Duri I , Jakarta Pusat , Gambir , -   ,50, Jalur Hijau Jalan 
21070004,JH Balikpapan, Jl Balikpapan , Jakarta Pusat , Gambir , -   ,1000, Jalur Hijau Jalan 
21070016,JH Budi Kemuliaan II, Jl Budi Kemuliaan II , Jakarta Pusat , Gambir , -   ,450, Jalur Hijau Jalan 
21070103,JH Tanah Abang III, Jl Tanah Abang III , Jakarta Pusat , Gambir , -   ,729, Jalur Hijau Jalan 
21070090,JH Pintu Air Raya, Jl Pintu Air Raya , Jakarta Pusat , Gambir , -   ,18, Jalur Hijau Jalan 
21070066,JH Pejambon ( Kanan Jalan ), Jl Pejambon , Jakarta Pusat , Gambir , -   ,26, Jalur Hijau Jalan 
21070078,JH Petojo Binatu II, Jl Petojo Binatu II , Jakarta Pusat , Gambir , -   ,1000, Jalur Hijau Jalan 
21070050,JH Keshatan III, Jl Kesehatan III , Jakarta Pusat , Gambir , -   ,921, Jalur Hijau Jalan 
21070039,JH Juanda IB, Jl Juanda IB , Jakarta Pusat , Gambir , -   ,216, Jalur Hijau Jalan 
21070027,JH Duri A VII, Jl Duri A VII , Jakarta Pusat , Gambir , -   ,74, Jalur Hijau Jalan 
21070114,JH Veteran Raya, Jl Veteran Raya , Jakarta Pusat , Gambir , -   ,1710, Jalur Hijau Jalan 
21070101,JH Tanah Abang I, Jl Tanah Abang I , Jakarta Pusat , Gambir , -   ,1000, Jalur Hijau Jalan 
21070064,JH Pecenongan Raya, Jl Pecenongan Raya , Jakarta Pusat , Gambir , -   ,12, Jalur Hijau Jalan 
21070076,JH Petojo Barat VII, Jl Petojo Barat VII , Jakarta Pusat , Gambir , -   ,1000, Jalur Hijau Jalan 
21070048,JH Kesehatan I, Jl Kesehatan I , Jakarta Pusat , Gambir , -   ,225, Jalur Hijau Jalan 
21070037,JH Juanda Raya, Jl Juanda Raya , Jakarta Pusat , Gambir , -   ,1451, Jalur Hijau Jalan 
21070025,JH Duri (Pinggir Tanggul), Jl Setia Kawan Barat , Jakarta Pusat , Gambir , -   ,256, Jalur Hijau Jalan 
21070012,JH Biak, Jl Biak , Jakarta Pusat , Gambir , -   ,1000, Jalur Hijau Jalan 
21070112,JH Veteran II, Jl. Veteran II , Jakarta Pusat , Gambir , -   ,70, Jalur Hijau Jalan 
21070099,JH Sukarjo Wiryo Pranoto, Jl Sukarjo Wiryo Pranoto , Jakarta Pusat , Gambir , -   ,4345, Jalur Hijau Jalan 
21070019,JH Cideng Barat, Jl. Cideng Barat , Jakarta Pusat , Gambir , Cideng ,11793, Jalur Hijau Jalan 
821070047,JH Duri Pulo, Jl. Duri Pulo , Jakarta Pusat , Gambir , Duri Pulo ,1000, Jalur Hijau Jalan 
821070048,JH Duri, Jl. Duri Pulo , Jakarta Pusat , Gambir , Duri Pulo ,620, Jalur Hijau Jalan 
821070054,JH Setia kawan, Jl. Setiakawan , Jakarta Pusat , Gambir , Duri Pulo ,1000, Jalur Hijau Jalan 
821070049,JH Medan Merdeka Timur, Jl. Medan Merdeka Timur , Jakarta Pusat , Gambir , Gambir ,6306, Jalur Hijau Jalan 
821070021,JH Medan Merdeka Selatan, Jl. Medan Merdeka Selatan , Jakarta Pusat , Gambir , Gambir ,14874, Jalur Hijau Jalan 
821070014,JH Medan Merdeka Utara, Jl. Medan Merdeka Utara , Jakarta Pusat , Gambir , Gambir ,11679, Jalur Hijau Jalan 
21070009,JH Batutulis Raya, Jl Batutulis Raya , Jakarta Pusat , Gambir , Gambir ,1000, Jalur Hijau Jalan 
821070023,JH Pinggir Kali, Jl. Kebon Sirih , Jakarta Pusat , Gambir , Gambir ,1680, Jalur Hijau Jalan 
821070020,JH Medan Merdeka Barat, Jl. Medan Merdeka Barat , Jakarta Pusat , Gambir , Gambir ,22138, Jalur Hijau Jalan 
21070008,JH Batu Ceper III, Jl Batu Ceper III , Jakarta Pusat , Gambir , Kebon Kelapa ,1000, Jalur Hijau Jalan 
821070027,JH Ir. H. Juanda, Jl. Ir. H. Juanda , Jakarta Pusat , Gambir , Kebon Kelapa ,3321, Jalur Hijau Jalan 
21070046,JH Kebon Sirih ( Pinggir Kali ), Jl Kebon Sirih Raya , Jakarta Pusat , Gambir , Kebon Sirih ,3640, Jalur Hijau Jalan 
821070007,JH Pinggir Kali Ralin, Jl. Pinggir Kali Ralin , Jakarta Pusat , Gambir , Petojo Selatan ,1100, Jalur Hijau Jalan 
21070020,JH Cideng Timur, Jl Cideng Timur , Jakarta Pusat , Gambir , Petojo Selatan ,12927, Jalur Hijau Jalan 
821070052,JH Kesehatan Raya, Jl. Kesehatan Raya , Jakarta Pusat , Gambir , Petojo Selatan ,1000, Jalur Hijau Jalan 
21070108,JH Tanjung Selor, Jl Tanjung Selor , Jakarta Pusat , Gambir , Petojo Selatan ,5721, Jalur Hijau Jalan 
21070052,JH Kesehatan, Jl.Kesehatan , Jakarta Pusat , Gambir , Petojo Selatan ,150, Jalur Hijau Jalan 
21070002,JH Abdul Muis, Jl Abdul Muis , Jakarta Pusat , Gambir , Petojo Selatan ,9537, Jalur Hijau Jalan 
21070014,JH Budi Kemuliaan Raya, Jl Budi Kemuliaan Raya , Jakarta Pusat , Gambir , Petojo Selatan ,2325, Jalur Hijau Jalan 
821070040,JH Pemadam (Petojo Utr), Jl. Petojo Barat , Jakarta Pusat , Gambir , Petojo Utara ,460, Jalur Hijau Jalan 
821070056,JH AM Sangaji, Jl. AM Sangaji , Jakarta Pusat , Gambir , Petojo Utara ,1000, Jalur Hijau Jalan 
21070043,JH Kaji, Jl Kaji , Jakarta Pusat , Gambir , Petojo Utara ,117, Jalur Hijau Jalan 
821070043,JH Duta Merlin, Jl. Gajah Mada , Jakarta Pusat , Gambir , Petojo Utara ,11242, Jalur Hijau Jalan 
821070038,JH Binatu, Jl. Binatu , Jakarta Pusat , Gambir , Petojo Utara ,600, Jalur Hijau Jalan 
21070088,JH Petojo Utara VI (Pinggir Kali Krukut), Jl Petojo Utara VI , Jakarta Pusat , Gambir , Petojo Utara ,2, Jalur Hijau Jalan 
21041020,JH Kramat Jaya Baru VI, Jl Kramat Jaya Baru VI , Jakarta Pusat , Johar Baru , -   ,300, Jalur Hijau Jalan 
21041032,JH Percetakan Negara II, Jl Percetakan Negara II , Jakarta Pusat , Johar Baru , -   ,3050, Jalur Hijau Jalan 
21041004,JH Johar Baru II, Jl Johar Baru II , Jakarta Pusat , Johar Baru , -   ,400, Jalur Hijau Jalan 
21041042,JH Samba, Jl Samba , Jakarta Pusat , Johar Baru , -   ,300, Jalur Hijau Jalan 
21041013,JH Kampung Rawa Selatan III, Jl Kampung Rawa Selatan III , Jakarta Pusat , Johar Baru , -   ,1000, Jalur Hijau Jalan 
21041030,JH Narada, Jl Narada , Jakarta Pusat , Johar Baru , -   ,1000, Jalur Hijau Jalan 
21041002,JH Galur, Jl Galur , Jakarta Pusat , Johar Baru , -   ,200, Jalur Hijau Jalan 
21041027,JH Kramat Jaya Baru IV, Jl Kramat Jaya Baru IV , Jakarta Pusat , Johar Baru , -   ,400, Jalur Hijau Jalan 
21041025,JH Kramat Jaya Baru V, Jl Kramat Jaya Baru V , Jakarta Pusat , Johar Baru , -   ,850, Jalur Hijau Jalan 
21041035,JH Percetakan Negara Raya, Jl Percetakan Negara Raya , Jakarta Pusat , Johar Baru , -   ,5, Jalur Hijau Jalan 
21041023,JH Kramat Jayabaru I, Jl Jayabaru I , Jakarta Pusat , Johar Baru , -   ,1000, Jalur Hijau Jalan 
21041021,JH Kramat Jaya Baru D/II, Jl Kramat Jaya Baru D/II , Jakarta Pusat , Johar Baru , -   ,300, Jalur Hijau Jalan 
21041033,JH Percetakan Negara II A, Jl Percetakan Negara II A , Jakarta Pusat , Johar Baru , -   ,1000, Jalur Hijau Jalan 
21041005,JH Johar Baru III, Jl Johar Baru III , Jakarta Pusat , Johar Baru , -   ,400, Jalur Hijau Jalan 
21041031,JH Percetakan Negara I, Jl Percetakan Negara I , Jakarta Pusat , Johar Baru , -   ,1400, Jalur Hijau Jalan 
21041029,JH Mohammad Ali, Jl Mohammad Ali , Jakarta Pusat , Johar Baru , -   ,1250, Jalur Hijau Jalan 
21041001,JH Baladewa, Jl Baladewa , Jakarta Pusat , Johar Baru , -   ,1600, Jalur Hijau Jalan 
21041026,JH Kramat Pulo Gundul, Jl Kramat Pulo gundul , Jakarta Pusat , Johar Baru , -   ,960, Jalur Hijau Jalan 
21041008,JH Johar Baru V, Jl Johar Baru V , Jakarta Pusat , Johar Baru , -   ,300, Jalur Hijau Jalan 
21041036,JH Pulo Gundul, Jl Pulo Gundul , Jakarta Pusat , Johar Baru , -   ,1500, Jalur Hijau Jalan 
21041024,JH Kramat Jaya Baru Raya, Jl Kramat Jaya Baru Raya , Jakarta Pusat , Johar Baru , -   ,1000, Jalur Hijau Jalan 
21041022,JH Kramat Jaya Baru E/II, Jl Kramat Jaya Baru E/II , Jakarta Pusat , Johar Baru , -   ,400, Jalur Hijau Jalan 
21041006,JH Johar Baru IV, Jl Johar Baru IV , Jakarta Pusat , Johar Baru , -   ,550, Jalur Hijau Jalan 
821041010,JH Kramat Jaya R Baru IV, Jl. Kramat Jaya Ry Baru IV , Jakarta Pusat , Johar Baru , Johar Baru ,250, Jalur Hijau Jalan 
821041004,JH Kramat Jaya Baru G/I, Jl. Kramat Jaya Baru G/I , Jakarta Pusat , Johar Baru , Johar Baru ,200, Jalur Hijau Jalan 
821041027,JH Kramat Sentiong, Jl. Kramat Sentiong , Jakarta Pusat , Johar Baru , Johar Baru ,1100, Jalur Hijau Jalan 
21041009,JH Johar Baru VI, Jl Johar Baru VI , Jakarta Pusat , Johar Baru , Johar Baru ,140, Jalur Hijau Jalan 
821041018,JH Johar Baru VII (A), Jl. Johar Baru VII , Jakarta Pusat , Johar Baru , Johar Baru ,500, Jalur Hijau Jalan 
21041007,JH Johar Baru Utara I, Jl Johar Baru Utara I , Jakarta Pusat , Johar Baru , Johar Baru ,300, Jalur Hijau Jalan 
821041011,JH Kramat Jaya R Baru E/I, Jl. Kramat Jaya Ry Baru E/I , Jakarta Pusat , Johar Baru , Johar Baru ,250, Jalur Hijau Jalan 
821041008,JH Kramat Jaya R. Baru V, Jl. Kramat Jaya Ry Baru V , Jakarta Pusat , Johar Baru , Johar Baru ,250, Jalur Hijau Jalan 
21041017,JH Kawi - Kawi Bawah, Jl Kawi  Kawi Bawah , Jakarta Pusat , Johar Baru , Johar Baru ,600, Jalur Hijau Jalan 
21041003,JH Johar Baru I, Jl Johar Baru I , Jakarta Pusat , Johar Baru , Johar Baru ,350, Jalur Hijau Jalan 
821041003,JH Kramat Jaya Baru G/III, Jl. Kramat Jaya Baru G/III , Jakarta Pusat , Johar Baru , Johar Baru ,250, Jalur Hijau Jalan 
821041025,JH Mardani Raya (Johar Baru), Jl. Mardani Raya , Jakarta Pusat , Johar Baru , Johar Baru ,2000, Jalur Hijau Jalan 
821041015,JH Johar Baru VII (B), Jl. Johar Baru VII , Jakarta Pusat , Johar Baru , Johar Baru ,400, Jalur Hijau Jalan 
21041034,JH Percetakan Negara IV, Jl Percetakan Negara IV , Jakarta Pusat , Johar Baru , Johar Baru ,1800, Jalur Hijau Jalan 
821041033,JH Kampung Rawa Sel. VI, Jl. Kampung Rawa Sel VI , Jakarta Pusat , Johar Baru , Kampung Rawa ,550, Jalur Hijau Jalan 
21041011,JH Kampung Rawa Selatan I, Jl Kampung Rawa Selatan I , Jakarta Pusat , Johar Baru , Kampung Rawa ,200, Jalur Hijau Jalan 
21041012,JH Kampung Rawa Selatan II, Jl Kampung Rawa Selatan II , Jakarta Pusat , Johar Baru , Kampung Rawa ,140, Jalur Hijau Jalan 
821041032,JH Kampung Rawa Sel. IV, Jl. Kampung Rawa Sel. IV , Jakarta Pusat , Johar Baru , Kampung Rawa ,1800, Jalur Hijau Jalan 
21041010,JH Kampung Rawa Selatan, Jl Kampung Rawa Selatan , Jakarta Pusat , Johar Baru , Kampung Rawa ,1800, Jalur Hijau Jalan 
821041036,JH Tanah Tinggi I A, Jl. Tanah Tinggi I A , Jakarta Pusat , Johar Baru , Tanah Tinggi ,570, Jalur Hijau Jalan 
21041040,JH Tanah Tinggi III, Jl Tanah Tinggi III , Jakarta Pusat , Johar Baru , Tanah Tinggi ,1000, Jalur Hijau Jalan 
21041038,JH Tanah Tinggi I, Jl Tanah Tinggi I , Jakarta Pusat , Johar Baru , Tanah Tinggi ,450, Jalur Hijau Jalan 
821041034,JH Let. Jend. Suprapto (Tanah Tinggi), Jl. Let. Jend. Suprapto , Jakarta Pusat , Johar Baru , Tanah Tinggi ,2600, Jalur Hijau Jalan 
21041041,JH Tanah Tinggi XII, Jl Tanah Tinggi XII , Jakarta Pusat , Johar Baru , Tanah Tinggi ,800, Jalur Hijau Jalan 
21041039,JH Tanah Tinggi II, Jl Tanah Tinggi II , Jakarta Pusat , Johar Baru , Tanah Tinggi ,200, Jalur Hijau Jalan 
21050060,JH Senapan, Jl Senapan , Jakarta Pusat , Kemayoran , -   ,641, Jalur Hijau Jalan 
21050046,JH Kodam, Jl Raya Kodam , Jakarta Pusat , Kemayoran , -   ,237, Jalur Hijau Jalan 
21050056,JH Remaja, Jl Remaja , Jakarta Pusat , Kemayoran , -   ,126, Jalur Hijau Jalan 
21050078,JH Topaz, Jl Topaz , Jakarta Pusat , Kemayoran , -   ,214, Jalur Hijau Jalan 
21050054,JH Pualam, Jl Pualam , Jakarta Pusat , Kemayoran , -   ,416, Jalur Hijau Jalan 
21050076,JH Tembaga, Jl Tembaga , Jakarta Pusat , Kemayoran , -   ,485, Jalur Hijau Jalan 
21050035,JH Jiung, Jl Jiung , Jakarta Pusat , Kemayoran , -   ,216, Jalur Hijau Jalan 
21050052,JH Perunggu, Jl Perunggu , Jakarta Pusat , Kemayoran , -   ,221, Jalur Hijau Jalan 
21050033,JH Intan, Jl Intan , Jakarta Pusat , Kemayoran , -   ,262, Jalur Hijau Jalan 
821050010,JH Cempaka Sari III dan IV, Jl. Cempaka Sari III dan IV , Jakarta Pusat , Kemayoran , -   ,1200, Jalur Hijau Jalan 
21050069,JH Sten, Jl Sten , Jakarta Pusat , Kemayoran , -   ,443, Jalur Hijau Jalan 
21050050,JH Mutiara, Jl Mutiara , Jakarta Pusat , Kemayoran , -   ,1535, Jalur Hijau Jalan 
21050028,JH Granat, Jl. Granat , Jakarta Pusat , Kemayoran , -   ,1000, Jalur Hijau Jalan 
21050006,JH Bendungan Jago (Gg F), Jl Bendungan Jago , Jakarta Pusat , Kemayoran , -   ,874, Jalur Hijau Jalan 
821050007,JH Letjen Suprapto (Harapan Mulya), Jl. Letjen Suprapto , Jakarta Pusat , Kemayoran , -   ,600, Jalur Hijau Jalan 
21050047,JH Kran, Jl Kran , Jakarta Pusat , Kemayoran , -   ,1013, Jalur Hijau Jalan 
21050003,JH Basoka Raya, Jl Basoka Raya , Jakarta Pusat , Kemayoran , -   ,1030, Jalur Hijau Jalan 
821050001,JH Kali Sentiong, Jl. Kali Sentiong , Jakarta Pusat , Kemayoran , -   ,800, Jalur Hijau Jalan 
21050057,JH Remaja III, Jl Remaja III , Jakarta Pusat , Kemayoran , -   ,187, Jalur Hijau Jalan 
21050045,JH Kepu Timur, Jl. Kepu Timur , Jakarta Pusat , Kemayoran , -   ,7046, Jalur Hijau Jalan 
21050055,JH Ranjau, Jl. Ranjau , Jakarta Pusat , Kemayoran , -   ,8728, Jalur Hijau Jalan 
21050077,JH Timah, Jl Timah , Jakarta Pusat , Kemayoran , -   ,414, Jalur Hijau Jalan 
21050038,JH Kali Baru Timur IV, Jl Kali baru Timur IV , Jakarta Pusat , Kemayoran , -   ,414, Jalur Hijau Jalan 
21050053,JH Pirus, Jl Pirus , Jakarta Pusat , Kemayoran , -   ,491, Jalur Hijau Jalan 
21050034,JH Jambrut, Jl Jambrut , Jakarta Pusat , Kemayoran , -   ,1011, Jalur Hijau Jalan 
21050009,JH Biduri Bulan, Jl Biduri Bulan , Jakarta Pusat , Kemayoran , -   ,407, Jalur Hijau Jalan 
821050011,JH Cempaka Wangi, Jl. Cempaka Wangi , Jakarta Pusat , Kemayoran , -   ,1000, Jalur Hijau Jalan 
21050051,JH PAM, Jl PAM , Jakarta Pusat , Kemayoran , -   ,107, Jalur Hijau Jalan 
21050032,JH Howitzer, Jl Howitzer , Jakarta Pusat , Kemayoran , -   ,1390, Jalur Hijau Jalan 
21050070,JH Sukamulya, Jl Sukamulya , Jakarta Pusat , Kemayoran , -   ,1400, Jalur Hijau Jalan 
21050007,JH Bendungan Jago, Jl Bendungan Jago , Jakarta Pusat , Kemayoran , -   ,940, Jalur Hijau Jalan 
821050008,JH Harapan Mulia Ex. TPU, Jl. Harapan Mulia Ex. TPU , Jakarta Pusat , Kemayoran , -   ,1400, Jalur Hijau Jalan 
21050049,JH Mortir, Jl Mortir , Jakarta Pusat , Kemayoran , -   ,617, Jalur Hijau Jalan 
21050027,JH Garuda, Jl Garuda , Jakarta Pusat , Kemayoran , -   ,1830, Jalur Hijau Jalan 
21050004,JH Benda, Jl Benda , Jakarta Pusat , Kemayoran , -   ,678, Jalur Hijau Jalan 
821050006,JH Cempaka Sari, Jl. Cempaka Sari , Jakarta Pusat , Kemayoran , -   ,200, Jalur Hijau Jalan 
21050017,JH Cempaka Baru VI, Jl Cempaka Baru VI , Jakarta Pusat , Kemayoran , Cempaka Baru ,717, Jalur Hijau Jalan 
821050018,JH Sumur Batu Selatan, Jl. Sumur Batu Selatan , Jakarta Pusat , Kemayoran , Cempaka Baru ,700, Jalur Hijau Jalan 
21050014,JH Cempaka Baru II, Jl Cempaka Baru II , Jakarta Pusat , Kemayoran , Cempaka Baru ,200, Jalur Hijau Jalan 
821050016,JH Cempaka Baru VII, Jl. Cempaka Baru VII , Jakarta Pusat , Kemayoran , Cempaka Baru ,800, Jalur Hijau Jalan 
821050012,JH Cempaka Baru Tengah, Jl. Cempaka Baru Tengah , Jakarta Pusat , Kemayoran , Cempaka Baru ,1800, Jalur Hijau Jalan 
21050020,JH Cempaka Baru Timur, Jl Cempaka Baru Timur , Jakarta Pusat , Kemayoran , Cempaka Baru ,790, Jalur Hijau Jalan 
821050020,JH Letjen Suprapto (Cempaka Baru), Jl. Letjen Suprapto , Jakarta Pusat , Kemayoran , Cempaka Baru ,900, Jalur Hijau Jalan 
21050084,JH Cempaka Baru Timur A, Jl Cempaka Baru Timur A , Jakarta Pusat , Kemayoran , Cempaka Baru ,660, Jalur Hijau Jalan 
21050015,JH Cempaka Baru III, Jl Cempaka Baru III , Jakarta Pusat , Kemayoran , Cempaka Baru ,304, Jalur Hijau Jalan 
821050017,JH Harapan Jaya, Jl. Harapan Jaya , Jakarta Pusat , Kemayoran , Cempaka Baru ,1200, Jalur Hijau Jalan 
821050013,JH Cempaka Baru Taman, Jl. Cempaka Baru Tm. , Jakarta Pusat , Kemayoran , Cempaka Baru ,100, Jalur Hijau Jalan 
21050072,JH Sumur Batu Raya, Jl Sumur Batu Raya , Jakarta Pusat , Kemayoran , Cempaka Baru ,733, Jalur Hijau Jalan 
821050066,JH Gunung Sahari Raya (Gng Sahari Sel), Jl. Gunung Sahari Raya , Jakarta Pusat , Kemayoran , Gunung Sahari Selatan ,1200, Jalur Hijau Jalan 
21050001,JH Angkasa, Jl Angkasa , Jakarta Pusat , Kemayoran , Gunung Sahari Selatan ,30607, Jalur Hijau Jalan 
21050011,JH Bungur Besar Raya, Jl Bungur Besar Raya , Jakarta Pusat , Kemayoran , Gunung Sahari Selatan ,10515, Jalur Hijau Jalan 
21060005,JH Gunung Sahari Raya, JL Gunung Sahari Raya , Jakarta Pusat , Kemayoran , Gunung Sahari Selatan ,22538, Jalur Hijau Jalan 
821050055,JH Kali Baru Barat (Kbn Kosong), Jl. Kali Baru Br. , Jakarta Pusat , Kemayoran , Kebon Kosong ,1516, Jalur Hijau Jalan 
821050056,JH Dakota, Jl. Dakota , Jakarta Pusat , Kemayoran , Kebon Kosong ,150, Jalur Hijau Jalan 
821050054,JH Kemayoran Gempol, Jl. Kemayoran Gempol , Jakarta Pusat , Kemayoran , Kebon Kosong ,600, Jalur Hijau Jalan 
21050002,JH Angkasa (Pool Damri), Jl Angkasa , Jakarta Pusat , Kemayoran , Kemayoran ,485, Jalur Hijau Jalan 
821050058,JH Kemayoran Ketapang, Jl. Kemayoran Ketapang , Jakarta Pusat , Kemayoran , Kemayoran ,1500, Jalur Hijau Jalan 
821050061,JH Kepu Selatan Pinggir Sungai, Jl. Kepu Selatan Pinggir Sunga , Jakarta Pusat , Kemayoran , Kemayoran ,900, Jalur Hijau Jalan 
821050063,JH Kepu Barat, Jl. Kepu Barat , Jakarta Pusat , Kemayoran , Kemayoran ,800, Jalur Hijau Jalan 
21050085,JH Serdang Baru III, Jl Serdang Baru III , Jakarta Pusat , Kemayoran , Serdang ,830, Jalur Hijau Jalan 
821050042,JH Serdang Masuk Komplek, Jl. Serdang Masuk Komplek , Jakarta Pusat , Kemayoran , Serdang ,2000, Jalur Hijau Jalan 
821050040,JH SKIP Kemayoran, Jl. SKIP Kemayoran , Jakarta Pusat , Kemayoran , Serdang ,3500, Jalur Hijau Jalan 
21050061,JH Serdang (Depan Kecamatan), Jl Serdang , Jakarta Pusat , Kemayoran , Serdang ,190, Jalur Hijau Jalan 
821050043,JH Serdang Raya, Jl. Serdang Raya , Jakarta Pusat , Kemayoran , Serdang ,1000, Jalur Hijau Jalan 
821050041,JH Lapangann Pors, Jl. Lapangann Pors , Jakarta Pusat , Kemayoran , Serdang ,1800, Jalur Hijau Jalan 
821050039,JH Serdang Sumur Batu Raya, Jl. Serdang Sumur Batu Raya , Jakarta Pusat , Kemayoran , Serdang ,1900, Jalur Hijau Jalan 
21050062,JH Serdang (Depan Ps Inpres), Jl Serdang (Depan Ps Inpres) , Jakarta Pusat , Kemayoran , Serdang ,1230, Jalur Hijau Jalan 
821050044,JH Serdang III, Jl. Serdang III , Jakarta Pusat , Kemayoran , Serdang ,900, Jalur Hijau Jalan 
