nama,npsn,bentuk_pendidikan,alamat_jalan,desa_kelurahan,kode_wilayah,kode_pos,latitude,longitude,nomor_telepon,nomor_fax,email,website,status_sek
TK Kemala Bhayangkari 3,69795702,1,Ex Asrama Brimob,Cilincing,16106,,0,0,,,,,2
TK Kemala Bhayangkari 3,69857123,1,ASRAMA POLRI CILINCING,Cilincing,16106,14120,-6.1057,106.9361,,,,,2
TK Kemala Bhayangkari 3,20110696,1,ASRAMA POLISI CILINCING,Cilincing,16106,,0,0,,,,,2
TK Kemala Bhayangkari 30 Stik,69830943,1,Jl. TIRTAYASA VII NO 22 Kebayoran Baru Jakarta Selatan,Melawai,16306,12160,-6.2435,106.807,021-22770449,,,,2
TK Kemala Bhayangkari 30 Stik,69789239,1,TIRTA YASA RAYA,Melawai,16306,,0,0,,,,,2
TK Kemala Bhayangkari 4,69857114,1,ASRAMA POLRI JALAN ROROTAN XII,Rorotan,16106,14140,0,0,,,,,2
TK Kemala Bhayangkari 4,69795491,1,Asrama Polri Rorotan XII,Rorotan,16106,,0,0,,,,,2
TK Kemala Bhayangkari 5,20111024,1,JL. RAYA KEDOYA PONPES AL KAMAL,Kedoya Utara,16202,11520,0,0,,,,,2
TK Kemala Bhayangkari 6,20111025,1,JL. PETA SELATAN ASRAMA POLRI,Kalideres,16208,11840,0,0,0812-1301863,,,,2
TK Kemala Bhayangkari 7,69832184,1,Palmerah(ASPOL),Palmerah,16203,,0,0,,,,,2
TK Kemala Bhayangkari I,20110454,1,JL. CIDENG BARAT DALAM NO. 12,Kelurahan Cideng,16008,,0,0,,,,,2
TK Kemala Bhayangkari X,20111550,1,JL. KERAMAT KEBAYORAN LAMA,Kebayoran Lama Utara,16305,,0,0,,,,,2
TK Kemalabhayangkari 27,69830763,1,B KOMPLEK POLRI,Ragunan,16302,12555,0,0,021-78838054,,,,2
TK Kemuliaan Bunda,69832203,1,Terate Raya No 43,Jembatan Lima,16205,11250,0,0,021-6392203,216246874,tk_kemuliaanbunda@yahoo.co.id,,2
TK Kemuliaan Bunda,20111026,1,JL. TERATE RAYA 43,Jembatan Lima,16205,,0,0,,,,,2
TK Kemuning,69830847,1,JL. MELATI NO. 30,Pesanggrahan,16304,12320,-6.253275,106.754504,0812-12667676,,,,2
TK Kemuning,20111551,1,JL. MELATI BINTARO,Pesanggrahan,16304,,0,0,,,,,2
TK Kemuning,69857001,1,GRIYA MANIS KOMPLEK GRIYA MANIS INTI SENTOSA RT.003 RW.020,Sunter Agung,16103,,0,0,,,,,2
TK Kemuning,69785719,1,JL.MELATI NO.30,Pesanggrahan,16304,,0,0,,,,,2
TK Kemuning,20110697,1,JL. GRIYA INTI SENTOSA,Sunter Agung,16103,,0,0,,,,,2
TK Kemuning,69795400,1,Jl. Griya Manis. Griya Inti Sentosa,Sunter Agung,16103,,0,0,,,,,2
TK Kemurnian,20111027,1,JL. KEMURNIAN V NO. 209,Glodok,16206,11120,0,0,021-6340525,216341343,tkkemurnian1@gmail.com,http://sekolahkemurnian.com,2
TK Kemurnian II,20111028,1,JL. GREEN VILLE BLOK Q/209,Duri Kepa,16202,11510,0,0,021-5605556,5655964,sekolah.kemurnian@gmail.com,http://sekolahkemurnian@sch.id,2
TK Kemurnian III,20111029,1,JL. CITRA GARDEN II BLOK B NO. 6,Pegadungan,16208,11840,-6.136459,106.704712,021-5445459,,tkkemurnian3@gmail.com,http://sekolahkemurnian.com,2
TK Kenanga,20109618,1,JL. BAMBU WULUNG RT.006/05 NO.29 BAMBU APUS JAKTIM,,16403,13890,0,0,021-844928,0,irvandifaisal21@gmail.com,,2
TK Kenanga,69904572,1,Jl. Kebon Baru GG.II Blok R No.29 Kel Semper Barat Cilincing Jakarta Utara,Semper Barat,16106,14130,-6.113774,106.921086,021-4411310,,tetyrosmiati@gmail.com,,2
TK Kenanga,20112036,1,Jl. Bambu Wulung,Bambu Apus,16403,,0,0,,,,,2
TK Kenari,69857142,1,JL. KENARI NO. 5 RT 002/ 010,Semper Barat,16106,14130,0,0,021-2144016,,,http://tk.kenari@gmail.com,2
TK Kenari,69795655,1,Jl. Kenari No. 5 RT 002/ 010,Semper Barat,16106,,0,0,,,,,2
TK Kenari,20110698,1,JL. KENARI 5,Semper Barat,16106,,0,0,,,,,2
TK Kencana,20112037,1,JL. TAMAN MALAKA SELATAN,Malaka Sari,16407,13460,0,0,021-8643170,,tkkencana.malaka@gmail.com,,2
TK Kencana,20110455,1,JL. WAJA VI/23 GALUR,Kelurahan Harapan Mulia,16006,,0,0,,,,,2
TK Kencana,20110052,1,JL. TAMAN MALAKA SELATAN KAV. DKI PONDOK KELAPA,Pondok Kelapa,16407,,0,0,,,,,2
TK Kencana Mulia,69856831,1,Jl. Peta Barat Rt. 002/013,Kalideres,16208,11840,-6.135629,106.69111,021-5416371,,tkkencanamulia@gmail.com,,2
TK Kencana Mulia,20111030,1,JL. PETA BARAT RT. 007/03,Kalideres,16208,,0,0,,,,,2
TK Kenkids Park Royale,20110457,1,JL. JEND GATOT SUBROTO,Kelurahan Bendungan Hilir,16001,10210,0,0,021-57851760,,keenkidsposo@yahoo.co.id,,2
TK Kepondang,20110458,1,JL. TAMAN SUNDA KELAPA NO. 16A,Kelurahan Menteng,16002,,0,0,,,,,2
TK Kepuh,69820388,1,Jl. Kepu Barat X No.68 B,Kemayoran,16006,,0,0,,,,,2
TK Kertapawitan,20111031,1,JL. KOMP. IMIGRASI NO. 50,Cengkareng Barat,16207,11730,0,0,021-54396690,216198064,tk_kertapawitan@yahoo.com,http://yayasantksdkertapawitan@yahoo.co.id,2
TK Kertapawitan,69857045,1,PALM,Tugu Utara,16104,14260,0,0,,,,,2
TK Kertapawitan,20110699,1,JL. IMIGRASI PALM NO. 14D,Tugu Utara,16104,,0,0,,,,,2
TK Kesuma Indriya,20111552,1,JL. HIDUP BARU NO. 20,Gandaria Utara,16306,12140,0,0,,,kesuma.indriya@gmail.com,,2
TK Khadijatul Kubro,69857155,1,JL.KALIBARU TIMUR NO 3 RT 005/03,Kali Baru,16106,14110,-6.100626,106.926997,021-4411392,,tkkhadijatulkubro@yahoo.co.id,,2
TK Khadijatul Kubro,69795652,1,Kalibaru Timur No.3,Kali Baru,16106,,0,0,,,,,2
TK Khairul Mala,20111032,1,JL. PETA BARAT  NO. 37,Kalideres,16208,11840,0,0,0813-10272813,,tkkhairulmala@yahoo.co.id,,2
TK Khairunisa,20111553,1,JL. ULUJAMI RT.01/02. NO.50,Pesanggrahan,16304,,0,0,,,,,2
TK Khaudhul Ulum,20110143,1,JL. TANAH MERDEKA NO. 12-13 RT 05/06 SUSUKAN,Susukan,16402,13750,0,0,021-8410589,,ayiyuliantII@yahoo.co.id,,2
TK Khaudul Ulum,20112038,1,JL. TANAH MERDEKA,Susukan,16402,,0,0,,,,,2
TK Khoiru Jannah,20111033,1,JL. SEMANGKA II,Jati Pulo,16203,11430,-6.180295,106.80855,021-5660208,,,,2
TK Khoirul Bariyyah,20109756,1,JL. TIPAR CAKUNG  RT.03/08 NO. 4 CAKUNA BARAT,,16408,,0,0,,,,,2
TK Kid Gro,20111034,1,JL. TAMAN MERUYA ILIR BLOK E7,Maruya Utara,16201,,0,0,,,,,2
TK Kiddie Planet,69903616,1,"Komplek Cluster Garden House Blok B No.2-3 Bukit Golf Mediterania, PIK Jakarta U",Kamal Muara,16101,,0,0,,,,,2
TK Kiddie Planet,69903816,1,Jl. Agung Timur IX Blok O No.1 Sunter Podomoro Jakarta Utara,Sunter Agung,16103,,0,0,,,,,2
TK Kiddie Planet,69949206,1,Jl. Pegangsaan Dua No.66,Pegangsaan Dua,16105,,0,0,,,,,2
TK Kidea,69875713,1,JL. DEWI SARTIKA NO.294D,Cawang,16405,13630,0,0,021-8097788,,kidea.school@gmail.com,,2
TK Kids Club,69830841,1,Jl. Mawar Dalam II RT. 005/13 No. 1D,Bintaro,16304,12330,0,0,021-73882560,,kidsclubmawar2@yahoo.co.id,,2
TK Kids Club,20111554,1,JL. MAWAR DALAM II NO. 1D,Bintaro,16304,,0,0,,,,,2
TK Kids Club,69789179,1,MAWAR DALAM II,Bintaro,16304,,0,0,,,,,2
TK Kigr,69789240,1,JL. SAWO V RT. 10 RW. 07 NO. 03,Manggarai Selatan,16309,,0,0,,,,,2
TK Kigr,69831032,1,JL. SAWO IV,Manggarai Selatan,16309,,0,0,,,,,2
TK Kigr,20111528,1,JL. SAWO IV RT.010/07,Manggarai Selatan,16309,,0,0,,,,,2
TK Kindeland,20109683,1,JL.KAYUPUTIH RAYA BLOK A/IV,Pulomas,16409,,0,0,,,,,2
TK Kinder Kids,69948906,1,Jl. Danau Agung 2 Blok E3 No.11 Rt.006 Rw.011,Sunter Agung,16103,14350,0,0,,,,,2
TK Kinderfield,69831005,1,PROF DR SOEPOMO NO. 11A,Tebet Barat,16309,12810,0,0,021-8303209,2183785529,tebet@kinderfield.sch.id,http://kinderfield.sch.id,2
TK Kinderfield,69856994,1,JL.BISMA RAYA BLOK A NO.57,Sunter Agung,16103,,0,0,,,,,2
TK Kinderfield,69789273,1,JL. PROF. DR. SOEPOMO NO. 11A,Tebet Barat,16309,,0,0,,,,,2
TK Kinderfield,69820774,1,JL. RAYA RAWA DOMBA NO.88,Duren Sawit,16407,13440,-6.2332,106.9135,,,,,2
TK Kinderfield,20111556,1,JL. ASEM BARIS RAYA BLOK A NO. 1,Kebon Baru,16309,,0,0,,,,,2
TK Kinderfield Pre-School,20112527,1,JL. POS PENGUMBEN NO.  RT.006/003,Srengseng,16201,11630,0,0,021-58901100,,kinderfield.simprug@gmail.sch.com,,2
TK Kinderland,69934993,1,Jl. Surya Timur Blok A No.5 Sunrise Garden,Kedoya Utara,16202,11520,0,0,021-5802323,5801647,kinderland_west@cbn.net.id,http://kinderlandindonesia_,2
TK Kinderland,20111035,1,JL. GREEN GARDEN BLOK D1/12,Kedoya Selatan,16202,,0,0,,,,,2
TK Kinderland,20111557,1,JL. CARINGIN BARAT NO. 1,Cilandak Barat,16303,,0,0,,,,,2
TK Kinderland Pre School,69952351,1,Jl. Muara Karang Blok Y.3.T No.12 RT.015 /018,Pluit,16101,,0,0,,,,,2
TK Kinderland Preschool,69947880,1,Jl. Pakubuwono VINo.1 Rt.004/05,Gunung,16306,,0,0,,,,,2
TK Kingdom Kids,69954391,1,Jl. Super Blok Mega Kemayoran MKKT4 B 30-31,Gunung Sahari Selatan,16006,,0,0,,,,,2
TK Koperasi Kesejahteraan Kaum Ibu (K3I),69820333,1,Jl. Serdang Raya RT.02 RW.04 No.30,Serdang,16006,,0,0,,,,,2
TK Kota Bambu,20111036,1,JL. KOTA BAMBU SELATAN VINO. 3,Kota Bambu Selatan,16203,11420,-6.184779,106.80416,021-5635654,,tkkotabambu@gmail.com,,2
TK Kreatif Primagama,69889465,1,"Jl. M. Kahfi II No. 31, RT. 004, RW. 05",Cipedak,16301,,0,0,021-7872897,217872897,tk.pgkreatifprimagamajagakarsa@yahoo.co.id,,2
TK KreatIVitas Anak Indonesia,69864595,1,JL KEDONDONG NO 18,Jagakarsa,16301,12620,0,0,021-78888913,78888917,tkai.kedondong@gmail.com,http://tamankreatIVitas.sch.id,2
TK KreatIVitas Anak Indonesia,69830833,1,Jl. Arco Raya No. 24,Cipete Selatan,16303,12410,-6.278614,106.802816,021-7513281,217515520,sekolah.tkai@gmail.com,http://tamankreatIVitas.sch.id,2
TK KreatIVitas Anak Indonesia,20111558,1,JL. ARCO RAYA NO.24,Cipete Selatan,16303,,0,0,,,,,2
TK KreatIVitas Anak Indonesia,69785958,1,JL.ARCO RAYA NO.24,Cipete Selatan,16303,,0,0,,,,,2
TK Kresten Widya Putra Bpk Perabur,20112039,1,JL. PADEPOKAN  TMII,Bambu Apus,16403,,0,0,,,,,2
TK Krida Putra,20109724,1,JL.CIPINANG BARU BUNDER,,16409,13240,0,0,021-47862753,,TK.Kridaputra@gmail.com,,2
TK Krida Putra,20112040,1,JL. CIPINANG BARU BUNDER,Cipinang,16409,,0,0,,,,,2
TK Krishna,20110219,1,JL. OTO ISKANDAR DINATA II NO. 25 RT. 06/09,Bidara Cina,16406,13330,0,0,021-85911740,,,,2
TK Krishna,20112041,1,Jl. Otista II/25,Bidara Cina,16406,,0,0,,,,,2
TK Kristen 10 Penabur,69856958,1,LAYAR PERMAI 6 BLOK SD 2,Pejagalan,16101,14460,0,0,,,,,2
TK Kristen 2 Penabur,69820328,1,Jl. Pembangunan I/23,Petojo Utara,16008,10130,0,0,021-6346330,216346330,tkk2@bpkpenaburjakarta.or.id,http://tkk2.bpkpenaburjakarta.or.id,2
TK Kristen 3 Penabur,20112042,1,JL. TARUM BARAT BLOK KK,Pondok Bambu,16407,13420,0,0,021-86613769,218627350,tkk3@bpkpenaburjakarta.or.id,http://bpkpenabur.or.id,2
TK Kristen 6 Penabur,69795451,1,Jl. Kelapa Hibrida Raya Blok QA 3,Kelapa Gading Barat,16105,,0,0,,,,,2
TK Kristen 7 Penabur,69820368,1,Jl. Gunung Sehari Raya 90 A,Gunung Sahari Selatan,16006,10610,0,0,021-4210903,214210903,tkk7@bpkpenaburjakarta.or.id,http://bpk penabur,2
TK Kristen 8,20112043,1,JL. BIRU LAUT RAYA NO. 18,Cipinang Cempedak,16406,,0,0,,,,,2
TK Kristen 8 Penabur,20110197,1,JL. BIRU LAUT RAYA NO. 18 CAWANG,Cawang,16406,13340,0,0,021-8191992,218191992,tkk8@bpkpenaburjakarta.or.id,http://tkk8.bpkpenaburjakarta.or.id,2
TK Kristen Anugerah,69820372,1,Jl. Kartini Raya No.11,Kartini,16007,,0,0,,,,,2
TK Kristen Bahter,69830814,1,BAROS NO.1 KOMPLEK TNI AL,Pondok Labu,16303,,0,0,,,,,2
TK Kristen Bahtera,69830808,1,BAROS NO.1 KOMPLEK TMI AL,Pondok Labu,16303,,0,0,021-7696276,,,,2
TK Kristen Bahtera,69785957,1,JL.BAROS NO.1 KOMPLEK AL,Pondok Labu,16303,,0,0,,,,,2
TK Kristen Bahtera,20111559,1,JL. BAROS NO. 1 KOMP. TNI AL.,Pondok Labu,16303,,0,0,,,,,2
TK Kristen Berkat,20110329,1,JL. RAYA JATINEGARA TIMURNO. 89 BALIMESTER,Jatinegara,16406,,0,0,0812-18931258,,sekolahkristenberkat@yahoo.com,,2
TK Kristen Berkat,20112044,1,Jl. Jatinegara Timur No. 89,Bali Mester,16406,,0,0,,,,,2
TK Kristen Bethel,20110459,1,JL. PETAMBURAN IV N0.4,Petamburan,16001,10260,0,0,021-29865973,,bethelkindergarten@gmail.com,,2
TK Kristen Bethel,20110701,1,JL. SWASEMBADA TIMUR XI/38,Kebon Bawang,16103,,0,0,,,,,2
TK Kristen Cahaya Bangsa,20109855,1,JL. KELURAHAN UJUNG MENTENG RT.15/01,,16408,13960,0,0,021-4611850,,,,2
TK Kristen Cahaya Bangsa,20112045,1,Jl. U. Menteng,Ujung Menteng,16408,,0,0,,,,,2
TK Kristen Cendrawasih,20111037,1,JL. CENDRAWASIH RAYA NO. 60,Cengkareng Barat,16207,11730,0,0,,,,,2
TK Kristen Cikoumene,20112046,1,JL. BUNGA RAMPAI X,Malaka Jaya,16407,13460,0,0,021-86616484,,yaspen.gko@gmail.com,,2
TK Kristen Damai,69795694,1,Jl. Raya Kelapa Dua No.7 Rt.014 Rw.003,Cilincing,16106,,0,0,,,,,2
TK Kristen Damai,20110702,1,JL. KELAPA DUA NO.7,Cilincing,16106,,0,0,,,,,2
TK Kristen Damai,69857125,1,JL. KELAPA DUA NO. 7 RT014 RW03,Cilincing,16106,14120,0,0,,,,,2
TK Kristen Genezaret,20110703,1,JL. BANDENGAN UTARA 40D,Penjaringan,16101,,0,0,,,,,2
TK Kristen Gkpi,20111993,1,JL. BELANAK VINO. 26B,Jati,16409,,0,0,,,,,2
TK Kristen Haleluyah,69914676,1,JL. INDUSTRI I NO. 34-35,Gunung Sahari Utara,16007,10720,0,0,021-6266941,216266941,,,2
TK Kristen I,20110460,1,JL. H. SAMANHUDI NO. 29,Kelurahan Pasar Baru,16007,,0,0,,,,,2
TK Kristen Ipeka Pluit,69856979,1,Jl. Pluit Timur Blok B Utara/1,Pluit,16101,14450,0,0,021-6613575,216613578,tupluit@ipeka.org,http://ipeka.org,2
TK Kristen Ipeka Pluit,20110705,1,JL. PLUIT TIMUR UTARA 1,Pluit,16101,,0,0,,,,,2
TK Kristen Ipeka Puri,69832171,1,Puri Indah Blok 1,Kembangan Selatan,16201,,0,0,,,,,2
TK Kristen Ipeka Sunter,69856993,1,JL. AGUNG PERMAI 15 BLOK C,Sunter Agung,16103,14350,-6.142003,106.864815,021-6459584,216450136,ipeka.sunter1@ipeka.org,http://ipeka.org,2
TK Kristen Ipeka Sunter,69795480,1,Jl. Agung Permai 15 Blok C,Sunter Agung,16103,,0,0,,,,,2
TK Kristen Ipeka Sunter,20110704,1,JL. AGUNG PERMAI 15 BLOK C,Sunter Agung,16103,,0,0,,,,,2
TK Kristen Ipeka Tomang,69832179,1,Komp. Green Ville Blok SD,Duri Kepa,16202,,0,0,,,,,2
TK Kristen IX Penabur,20111560,1,JL. HALIMUN NO. 5,Guntur,16310,12980,0,0,,,,,2
TK Kristen Kanaan,69820410,1,Jl Kran Raya No.7,Gunung Sahari Selatan,16006,10610,0,0,021-4223140,214219435,kanaankindergarten@gmail.com,http://sekolahkanaan.sch.id,2
TK Kristen Kanaan,20110445,1,JL. KRAN RAYA NO 7,Gunung Sahari Selatan,16006,,0,0,,,,,2
TK Kristen Karunia,69820359,1,Jl. Gereja Ayam No.12,Pasar Baru,16007,,0,0,,,,,2
TK Kristen Kasih Kemuliaan,69959452,1,Komplek Perum Taman Surya V Blok RR No. 1 RT 007/009 Kel. Pegadungan Kec. Kalide,Pegadungan,16208,,0,0,,,,,2
TK Kristen Ketapang I,69820342,1,Jl. K.H Zainul Arifin No.35,Petojo Utara,16008,10130,0,0,021-6322588,6322908,,,2
TK Kristen Ketapang I,20110461,1,JL. K.H. ZAINUL ARIFIN NO. 33,Kelurahan Petojo Utara,16008,,0,0,,,,,2
TK Kristen Ketapang II,69832180,1,Panjang Arteri Kedoya No. 1Q,Kedoya Selatan,16202,,0,0,,,,,2
TK Kristen Ketapang II,69832181,1,Jl. Green Garden Blok M1,Kedoya Utara,16202,,0,0,,,,,2
TK Kristen Ketapang II,20111038,1,JL. GREEN GARDEN BLOK M1,Kedoya Utara,16202,,0,0,,,,,2
TK Kristen Lemuel II,69832174,1,Jl.Sukabumi Pos Pengumben No.30,Sukabumi Selatan,16202,,0,0,,,,,2
TK Kristen Nasional Anglo,69820286,1,Jl. Rawasari Selatan 10 X,Rawasari,16005,,0,0,021-4208702,,,,2
TK Kristen Paulus,20110027,1,JL.K.I N0.9-11,Pondok Kopi,16407,,0,0,,,,,2
TK Kristen Pelita Kasih,20112047,1,JL. PAHLAWAN REVOLUSI NO. 12,Pondok Bambu,16407,13430,-6.2395,106.8999,,,,,2
TK Kristen Penabur,69820364,1,Jl. Samanhudi No. 29,Pasar Baru,16007,10710,0,0,021-34834419,34834419,tkk1@bpkpenaburjakarta.or.id,http://tkk1@bpkpenaburjakarta.or.id,2
TK Kristen Penabur 2,20110462,1,JL. PEMBANGUNAN I/ 23,Kelurahan Petojo Utara,16008,,0,0,,,,,2
TK Kristen Penabur X,20110706,1,JL. MUARA KARANG BLOK Z,Pluit,16101,,0,0,,,,,2
TK Kristen Petra Alpha,69856815,1,Jl. Alfa Indah,Joglo,16201,11640,0,0,021-5841944,215849347,groovyhappy88@gmail.com,,2
TK Kristen Regency,69939385,1,JL. CIPINANG ELOK II BLOK AV NO. 17,Cipinang Muara,16406,13420,0,0,021-8515859,,regencycipinangelok@gmail.com,,2
TK Kristen Regency,20112048,1,JL. CIPINANG ELOK II BLOK AV/17,Cipinang Muara,16406,,0,0,,,,,2
TK Kristen Regensi,69934735,1,jL. Cipinang Elok II Blok AV No. 17,Cipinang Muara,16406,,0,0,,,,,2
TK Kristen Saint John,20110521,1,Jl. Bungur Besar No.84,Gunung Sahari Selatan,16006,10609,0,0,021-4213645,214219646,kbtksaintjohn@gmail.com,,2
TK Kristen Samaria,69790707,1,Taman Aries Permai III Blok C2/12A,Meruya Utara,16201,11620,0,0,021-5873449,,nita_selie@yahoo.com,,2
TK Kristen Samaria,20111039,1,JL. RAWA KEPA VII/749,Tomang,16204,11440,0,0,021-56967433,215672317,trimurdaningsih04@gmail.com,http://samaria.sch.id,2
TK Kristen Teratai,20109881,1,JL.H.BAIN RT.05/10 NO.27,Kelapa Dua Wetan,16402,13730,0,0,0813-10908512,,tkkristenteratai@gamil.com,,2
TK Kristen Tiara Kasih,69870245,1,DHARMA RAYA BLOK C/1,Duri Kosambi,16207,11750,-6.165366,106.711295,021-54396258,2154396259,tktiarakasih@gmail.com,http://sekolahtiarakasih.sch.id,2
TK Kristen Triana,20110463,1,JL. K.H. HASYIM ASHARI NO. 54,Kelurahan Petojo Utara,16008,,0,0,,,,,2
TK Kristen Tunas Bangsa,69820402,1,Jl. Gunung Sehari XII,Gunung Sahari Utara,16007,10720,0,0,021-62305484,,tkgunungsahari@tbcs.sch.id,http://tbcs.sch.id,2
TK Kristen VII Penabur,20110464,1,JL. GUNUNG SAHARI NO. 90A,Kelurahan Gunung Sahari S,16006,,0,0,,,,,2
TK Kristen Xi Penabur,20111040,1,JL. SURYA SARANA SURYA GARDEN,Kedoya Utara,16202,11520,0,0,021-5801456,215801456,tkk11@bpkpenaburjakarta.or.id,http://tkk11.bpkpenaburjakarta.or.id,2
TK Kristen Yusuf,69856963,1,Jl. Arwana 2 No.16,Pejagalan,16101,,0,0,,,,,2
TK Kristen Yusuf,20110707,1,JL. ARWANA II NO. 16 JEMBATAN DUA,Pejagalan,16101,,0,0,,,,,2
TK Kristina,20109861,1,JL. AMIL WAHAB NO.67 RT.08/RW.09 KRAMAT JATI,,16405,,0,0,,,,,2
TK Kristina,20111735,1,JL. AMIL WAHAB RT.08/9,Kramat Jati,16405,,0,0,,,,,2
TK Kristoforus,20111041,1,JL. Satria IV Blok C No.54-55 RT.009/04,Jelambar,16204,11460,0,0,021-5659827,56960277,budiatmitk1@gmail.com,http://kristo.sch.id,2
TK Ksatria Bangsa,20110220,1,JL. MATRAMAN RAYA NO. 200 KAMPUNG MELAYU,Kampung Melayu,16406,13320,0,0,021-8506566,218192086,admnkb@gmail.com,http://ksatriabngsa.sch.id,2
TK Kuda Laut,69857110,1,JL. TELUK SEMANGKA A-11,Suka Pura,16106,14140,0,0,021-44834049,,lisnamegawati62@gmail.com,,2
TK Kuda Laut,20110708,1,JL. TELUK SEMANGKA A/11,Suka Pura,16106,,0,0,,,,,2
TK Kuda Laut,69795446,1,Jl. Teluk Semangka A / 11,Suka Pura,16106,,0,0,,,,,2
TK Kuncup Harapan,69795457,1,Jl. Budi Jaya No. 43,Sungai Bambu,16103,,0,0,,,,,2
TK Kuncup Harapan Ypsi,20110709,1,JL. BUDI JAYA NO. 43,Sungai Bambu,16103,,0,0,,,,,2
TK Kuncup Kencana,20112049,1,JL. PAHLAWAN REVOLUSI,Pondok Bambu,16407,13430,0,0,021-8668784,,kuncupkencana@gmail.com,,2
TK Kuncup Mawar,20110188,1,JL. RAYA CIPINANG MUARA NO. 12 JATINEGARA,Cipinang Muara,16406,13420,0,0,021-8500761,,kuncupmawartk@gmail.com,,2
TK Kuncup Mawar,20112050,1,Jl. Cipinang Muara Raya No.12,Cipinang Muara,16406,,0,0,,,,,2
TK Kuncup Mekar,69856972,1,Jl. Pluit Dalam Gg. HKSN No.17,Penjaringan,16101,,-6.129151,106.795899,021-6612094,,,,2
TK Kuncup Mekar,20110710,1,JL. PLUIT DALAM GG. HKSN NO. 19,Penjaringan,16101,,0,0,,,,,2
TK Kuncup Melati,69830974,1,KOMP. ZENI-AD NO. 37,Rawajati,16308,12750,-6.259844,106.857233,0817-170636,,ira_kuncupmelati@yahoo.co.id,,2
TK Kuncup Melati,20111561,1,KOMP. ZENI AD RT. 4/3 NO. 37,Rawajati,16308,,0,0,,,,,2
TK Kuncup Melati,69785798,1,KOMP.ZENI AD NO.37 RT.004 03,Rawajati,16308,,0,0,,,,,2
TK Kuntum Harapan,69820304,1,Jl. Percetekan Negara VINo.59 C,Rawasari,16005,,0,0,021-4263746,,,,2
TK Kuntum Harapan,20110465,1,JL. PERCETAKAN NEGARA VINO. 59C,Kelurahan Rawa Sari,16005,,0,0,,,,,2
TK Kuntum Keluarga Mulia,20110711,1,JL. KRAMAT JAYA NO. 1B,Lagoa,16104,14270,0,0,021-4351574,0,Sri.hardiah@yahoo.co.id,,2
TK Kuntum Suci I,20111736,1,JL. DUKUH MAN VIRT.07/04,Dukuh,16405,13550,-6.299197,106.8796,0856-7007300,,,,2
TK Kuntum Suci I,20110093,1,JALAN DUKUH V RT 007/04 KRAMAT JATI,Dukuh,16405,,0,0,,,,,2
TK Kuntum Suci II,20110092,1,DUKUH III RT 004/02 KEL. DUKUH,Dukuh,16405,,0,0,,,,,2
TK Kuntum Suci II,20111737,1,JL. DUKUH V RT.6/2,Dukuh,16405,,0,0,,,,,2
TK Kuntum Teratai,69831008,1,KAMPUNG MELAYU KECIL II,Tebet Barat,16309,12840,0,0,021-8297111,,herawati994@gmail.com,,2
TK Kuntum Teratai,20111562,1,JL. KP. MELAYU KECIL II NO. 21,Bukit Duri,16309,,0,0,,,,,2
TK Kuntum Teratai,69789234,1,JL.KP.MELAYU KECIL II NO 21,Bukit Duri,16309,,0,0,,,,,2
TK Kupu-Kupu,20109586,1,JL. KUPU-KUPU NO. 12A PONDOK RANGGON,,16403,13860,0,0,021-8457563,,kupukinder@gmail.com,http://kupukinder.blogspot.com,2
TK Kurnia,20109681,1,JL.TINER IV NO. 6,Kayu Putih,16409,13210,-6.184,106.8849,021-4703214,,tkkurniatiner4@gmail.com,,2
TK Kurnia,20112522,1,JL. KAPUK RAYA GG. SUBUR RT.015/05 TELP. 5441468,Kapuk,16207,11720,0,0,021-5441468,0,andri.muhaimin@ymail.com,,2
TK Kurnia,20112051,1,JL. GG. PISANGAN BARU RT.002/13 NO.,Pisangan Baru,16410,,-6.211012,106.867257,,,,,2
TK Kurnia,20112052,1,JL. TINER IV NO. 6,Kayu Putih,16409,,0,0,,,,,2
TK Kurnia,20109648,1,Jalan GG RT 002/13 NO. 21 Pisangan Baru,,16410,,0,0,,,,,2
TK Kusuma,20110466,1,JL. PETOJO SELATAN II/ 6,Kelurahan Petojo Utara,16008,,0,0,,,,,2
TK Kusuma I,20110712,1,JL. PLUMPANG SEMPER NO. 30,Tugu Utara,16104,,0,0,,,,,2
TK Kusuma Jaya,20111042,1,JL. MANDALA UTARA NO. 20,Tomang,16204,,0,0,021-5674106,,,,2
TK Kutilang,20111043,1,JL. RAYA JOGLO NO. 10,Joglo,16201,,0,0,,,,,2
TK Kutilang,69856818,1,Jl. Joglo Raya No.10,Joglo,16201,11640,0,0,,,,,2
TK Kwitang 2 Pskd,69820295,1,Jl. Kramat IV N0.29,Kenari,16003,,0,0,,,,,2
TK Kwitang 3 Pskd,20109633,1,JL.SLAMET RIYADI NO.3,Matraman,16410,,0,0,,,,,2
TK Kwitang I Pskd,20110467,1,JL. TAMAN KEBON SIRIH III/14 A,Kelurahan Kampung Bali,16001,,0,0,,,,,2
TK Kwitang Pskd III,20111750,1,JL. SLAMET RIYADI NO. 3,Kebon Manggis,16410,,0,0,,,,,2
TK Kwitang VIPskd,20111563,1,JL. BULUNGAN NO. 70,Kramat Pela,16306,,0,0,,,,,2
TK Kwitang VIPskd,69830944,1,BULUNGAN RAYA NO 70,Kramat Pela,16306,,-6.241679,106.795,,,,,2
