Column Name (CSV),Wikidata Property (id),Wikidata Property (label),Data Type,Table Name,url
latitude, P625,koordinat tempat,GlobeCoordinate,Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv,http://data.jakarta.go.id/dataset/68245cb1-b45e-4526-96de-f97a11a8a3e4/resource/e086c592-4b48-4312-96ae-a95ad20307da/download/Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv
longitude, P625,koordinat tempat,GlobeCoordinate,Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv,http://data.jakarta.go.id/dataset/68245cb1-b45e-4526-96de-f97a11a8a3e4/resource/e086c592-4b48-4312-96ae-a95ad20307da/download/Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv
wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Lokasi-Saringan-Sampah-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/4c5ab1b1-4fbe-4b52-95af-4c17da33dfeb/resource/86065231-81ad-4c24-8092-82aee713f499/download/Lokasi-Saringan-Sampah-DKI-Jakarta-Tahun-2014.csv
longitude, P625,koordinat tempat,GlobeCoordinate,Lokasi-Saringan-Sampah-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/4c5ab1b1-4fbe-4b52-95af-4c17da33dfeb/resource/86065231-81ad-4c24-8092-82aee713f499/download/Lokasi-Saringan-Sampah-DKI-Jakarta-Tahun-2014.csv
latitude, P625,koordinat tempat,GlobeCoordinate,Lokasi-Saringan-Sampah-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/4c5ab1b1-4fbe-4b52-95af-4c17da33dfeb/resource/86065231-81ad-4c24-8092-82aee713f499/download/Lokasi-Saringan-Sampah-DKI-Jakarta-Tahun-2014.csv
kodifikasi, ,,String,Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/6d9b67fc-b682-410d-bb2a-10f148f8187e/resource/716b64ee-eaab-4094-8226-67e445d287bf/download/Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv
lokasi, P6375,alamat,String,Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/6d9b67fc-b682-410d-bb2a-10f148f8187e/resource/716b64ee-eaab-4094-8226-67e445d287bf/download/Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv
kotamadya, P131,terletak di wilayah administrasi,WikibaseItem,Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/6d9b67fc-b682-410d-bb2a-10f148f8187e/resource/716b64ee-eaab-4094-8226-67e445d287bf/download/Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/6d9b67fc-b682-410d-bb2a-10f148f8187e/resource/716b64ee-eaab-4094-8226-67e445d287bf/download/Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/6d9b67fc-b682-410d-bb2a-10f148f8187e/resource/716b64ee-eaab-4094-8226-67e445d287bf/download/Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv
luas, P2046,luas wilayah,Quantity,Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/6d9b67fc-b682-410d-bb2a-10f148f8187e/resource/716b64ee-eaab-4094-8226-67e445d287bf/download/Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv
jenis, ,,String,Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/6d9b67fc-b682-410d-bb2a-10f148f8187e/resource/716b64ee-eaab-4094-8226-67e445d287bf/download/Data-Seluruh-RTH-di-Provinsi-DKI-Jakarta.csv
Wilayah, P131,terletak di wilayah administrasi,WikibaseItem,kelurahanrawanbanjirdkijakarta.csv,http://data.jakarta.go.id/dataset/3703cce7-44ff-4a27-94eb-4fbb1a9a8f83/resource/1246dd4e-f83f-4c30-950e-ceae2d45630b/download/kelurahanrawanbanjirdkijakarta.csv
Kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,kelurahanrawanbanjirdkijakarta.csv,http://data.jakarta.go.id/dataset/3703cce7-44ff-4a27-94eb-4fbb1a9a8f83/resource/1246dd4e-f83f-4c30-950e-ceae2d45630b/download/kelurahanrawanbanjirdkijakarta.csv
Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,kelurahanrawanbanjirdkijakarta.csv,http://data.jakarta.go.id/dataset/3703cce7-44ff-4a27-94eb-4fbb1a9a8f83/resource/1246dd4e-f83f-4c30-950e-ceae2d45630b/download/kelurahanrawanbanjirdkijakarta.csv
nama_pengurus, P126,dikelola oleh,WikibaseItem,Data-Bank-Sampah-edited.csv,http://data.jakarta.go.id/dataset/1c1eb685-0bdd-4608-a150-03070aa71228/resource/67bff474-5783-44bb-bf36-2f9e5436e210/download/Data-Bank-Sampah-edited.csv
alamat_bank_sampah, P6375,alamat,String,Data-Bank-Sampah-edited.csv,http://data.jakarta.go.id/dataset/1c1eb685-0bdd-4608-a150-03070aa71228/resource/67bff474-5783-44bb-bf36-2f9e5436e210/download/Data-Bank-Sampah-edited.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Bank-Sampah-edited.csv,http://data.jakarta.go.id/dataset/1c1eb685-0bdd-4608-a150-03070aa71228/resource/67bff474-5783-44bb-bf36-2f9e5436e210/download/Data-Bank-Sampah-edited.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Bank-Sampah-edited.csv,http://data.jakarta.go.id/dataset/1c1eb685-0bdd-4608-a150-03070aa71228/resource/67bff474-5783-44bb-bf36-2f9e5436e210/download/Data-Bank-Sampah-edited.csv
email, P968,surel,Url,Data-Bank-Sampah-edited.csv,http://data.jakarta.go.id/dataset/1c1eb685-0bdd-4608-a150-03070aa71228/resource/67bff474-5783-44bb-bf36-2f9e5436e210/download/Data-Bank-Sampah-edited.csv
status, ,,String,Data-Bank-Sampah-edited.csv,http://data.jakarta.go.id/dataset/1c1eb685-0bdd-4608-a150-03070aa71228/resource/67bff474-5783-44bb-bf36-2f9e5436e210/download/Data-Bank-Sampah-edited.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,Data-E-Warong-Kota-Administrasi-Jakarta-Barat-edited.csv,http://data.jakarta.go.id/dataset/1339b1e3-d36c-40b8-ad0e-667bdd5a7e9b/resource/98f54bfb-2d03-415d-90da-7c2ca5e4b4f1/download/Data-E-Warong-Kota-Administrasi-Jakarta-Barat-edited.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,Data-E-Warong-Kota-Administrasi-Jakarta-Barat-edited.csv,http://data.jakarta.go.id/dataset/1339b1e3-d36c-40b8-ad0e-667bdd5a7e9b/resource/98f54bfb-2d03-415d-90da-7c2ca5e4b4f1/download/Data-E-Warong-Kota-Administrasi-Jakarta-Barat-edited.csv
alamat, P6375,alamat,String,Data-E-Warong-Kota-Administrasi-Jakarta-Barat-edited.csv,http://data.jakarta.go.id/dataset/1339b1e3-d36c-40b8-ad0e-667bdd5a7e9b/resource/98f54bfb-2d03-415d-90da-7c2ca5e4b4f1/download/Data-E-Warong-Kota-Administrasi-Jakarta-Barat-edited.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv,http://data.jakarta.go.id/dataset/596a600c-ecb2-4743-9877-cb45b3408481/resource/2d9063f7-a408-4c39-bc7e-48ba971e4a31/download/Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv,http://data.jakarta.go.id/dataset/596a600c-ecb2-4743-9877-cb45b3408481/resource/2d9063f7-a408-4c39-bc7e-48ba971e4a31/download/Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv
alamat_lokasi, P6375,alamat,String,Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv,http://data.jakarta.go.id/dataset/596a600c-ecb2-4743-9877-cb45b3408481/resource/2d9063f7-a408-4c39-bc7e-48ba971e4a31/download/Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv
klasifikasi, ,adalah,WikibaseItem,Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv,http://data.jakarta.go.id/dataset/596a600c-ecb2-4743-9877-cb45b3408481/resource/2d9063f7-a408-4c39-bc7e-48ba971e4a31/download/Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv
konstruksi, P186,bahan yang digunakan,WikibaseItem,Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv,http://data.jakarta.go.id/dataset/596a600c-ecb2-4743-9877-cb45b3408481/resource/2d9063f7-a408-4c39-bc7e-48ba971e4a31/download/Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv
kondisi, ,,String,Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv,http://data.jakarta.go.id/dataset/596a600c-ecb2-4743-9877-cb45b3408481/resource/2d9063f7-a408-4c39-bc7e-48ba971e4a31/download/Data-Tempat-Pengelolaan-Sampah-Terpadu-edited.csv
jenis_kendaraan,P31,adalah,WikibaseItem,Gerobak-Motor-Tahun-2016-edited.csv,http://data.jakarta.go.id/dataset/fcbea768-51b9-4d70-84a4-3c845cd4d028/resource/25820d46-da70-4446-a215-a19f17817f1a/download/Gerobak-Motor-Tahun-2016-edited.csv
merk, P1716,brand,WikibaseItem,Gerobak-Motor-Tahun-2016-edited.csv,http://data.jakarta.go.id/dataset/fcbea768-51b9-4d70-84a4-3c845cd4d028/resource/25820d46-da70-4446-a215-a19f17817f1a/download/Gerobak-Motor-Tahun-2016-edited.csv
tahun_pembuatan, P571,sejak,Time,Gerobak-Motor-Tahun-2016-edited.csv,http://data.jakarta.go.id/dataset/fcbea768-51b9-4d70-84a4-3c845cd4d028/resource/25820d46-da70-4446-a215-a19f17817f1a/download/Gerobak-Motor-Tahun-2016-edited.csv
bahan_bakar, ,,WikibaseItem,Gerobak-Motor-Tahun-2016-edited.csv,http://data.jakarta.go.id/dataset/fcbea768-51b9-4d70-84a4-3c845cd4d028/resource/25820d46-da70-4446-a215-a19f17817f1a/download/Gerobak-Motor-Tahun-2016-edited.csv
konsumsi_bbm_per_hari, ,,Quantity,Gerobak-Motor-Tahun-2016-edited.csv,http://data.jakarta.go.id/dataset/fcbea768-51b9-4d70-84a4-3c845cd4d028/resource/25820d46-da70-4446-a215-a19f17817f1a/download/Gerobak-Motor-Tahun-2016-edited.csv
lokasi_penyimpanan, P131,terletak di wilayah administrasi,WikibaseItem,Gerobak-Motor-Tahun-2016-edited.csv,http://data.jakarta.go.id/dataset/fcbea768-51b9-4d70-84a4-3c845cd4d028/resource/25820d46-da70-4446-a215-a19f17817f1a/download/Gerobak-Motor-Tahun-2016-edited.csv
kondisi, ,,String,Gerobak-Motor-Tahun-2016-edited.csv,http://data.jakarta.go.id/dataset/fcbea768-51b9-4d70-84a4-3c845cd4d028/resource/25820d46-da70-4446-a215-a19f17817f1a/download/Gerobak-Motor-Tahun-2016-edited.csv
nomor_induk, ,,String,Data-Daftar-Nama-PHL-Kantor-Walikota-Jakarta-Barat-edited.csv,http://data.jakarta.go.id/dataset/60c355ee-6794-4cf3-89b3-7d1a76c744f6/resource/c6bf215d-9895-4a5a-a5ec-e3a3e5249015/download/Data-Daftar-Nama-PHL-Kantor-Walikota-Jakarta-Barat-edited.csv
jabatan, P39,jabatan,WikibaseItem,Data-Daftar-Nama-PHL-Kantor-Walikota-Jakarta-Barat-edited.csv,http://data.jakarta.go.id/dataset/60c355ee-6794-4cf3-89b3-7d1a76c744f6/resource/c6bf215d-9895-4a5a-a5ec-e3a3e5249015/download/Data-Daftar-Nama-PHL-Kantor-Walikota-Jakarta-Barat-edited.csv
tempat tugas, P937,lokasi kerja,WikibaseItem,Data-Daftar-Nama-PHL-Kantor-Walikota-Jakarta-Barat-edited.csv,http://data.jakarta.go.id/dataset/60c355ee-6794-4cf3-89b3-7d1a76c744f6/resource/c6bf215d-9895-4a5a-a5ec-e3a3e5249015/download/Data-Daftar-Nama-PHL-Kantor-Walikota-Jakarta-Barat-edited.csv
Wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
nama_pemilik, P127,dimiliki oleh,WikibaseItem,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
luas_efektif_usaha, P2046,luas wilayah,Quantity,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
alamat, P6375,alamat,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
nomor_siup, ,,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
nomor_tdp, ,,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
nomor_uug, ,,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
nomor_domisili, ,,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
nomor_imb, ,,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
nomor_slf, ,,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
izin_operasional, ,,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
jam_buka, ,,Time,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
jam_tutup, ,,Time,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
status_kepemilikan, ,,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
jarak_dengan_pasar_tradisional, ,,Quantity,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
keterangan, ,,String,Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv,http://data.jakarta.go.id/dataset/e272a08f-0a7a-40a5-bc0c-311112d3c50a/resource/a7f3e3ad-2675-4aef-b648-75e681da7942/download/Data-Jarak-antara-Mini-Market-dengan-Pasar-Swalayan-edited.csv
Wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Data-Lokasi-Binaan.csv,data.go.id
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Lokasi-Binaan.csv,data.go.id
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Lokasi-Binaan.csv,data.go.id
tahun , P571,sejak,Time,Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv,http://data.jakarta.go.id/dataset/f16db744-6345-4b1e-9fd9-9e57d3582fe2/resource/ca5b94dd-3c46-4de8-8c56-718a272c3551/download/Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv
provinsi, P131,terletak di wilayah administrasi,WikibaseItem,Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv,http://data.jakarta.go.id/dataset/f16db744-6345-4b1e-9fd9-9e57d3582fe2/resource/ca5b94dd-3c46-4de8-8c56-718a272c3551/download/Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv
wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv,http://data.jakarta.go.id/dataset/f16db744-6345-4b1e-9fd9-9e57d3582fe2/resource/ca5b94dd-3c46-4de8-8c56-718a272c3551/download/Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv
kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv,http://data.jakarta.go.id/dataset/f16db744-6345-4b1e-9fd9-9e57d3582fe2/resource/ca5b94dd-3c46-4de8-8c56-718a272c3551/download/Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv,http://data.jakarta.go.id/dataset/f16db744-6345-4b1e-9fd9-9e57d3582fe2/resource/ca5b94dd-3c46-4de8-8c56-718a272c3551/download/Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv
klasifikasi_jalan,P31,adalah,WikibaseItem,Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv,http://data.jakarta.go.id/dataset/f16db744-6345-4b1e-9fd9-9e57d3582fe2/resource/ca5b94dd-3c46-4de8-8c56-718a272c3551/download/Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv
luas, P2046,luas wilayah,Quantity,Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv,http://data.jakarta.go.id/dataset/f16db744-6345-4b1e-9fd9-9e57d3582fe2/resource/ca5b94dd-3c46-4de8-8c56-718a272c3551/download/Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv
diserahkan_kelurahan, ,,String,Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv,http://data.jakarta.go.id/dataset/f16db744-6345-4b1e-9fd9-9e57d3582fe2/resource/ca5b94dd-3c46-4de8-8c56-718a272c3551/download/Data-Jalur-Hijau-Jakarta-Barat-Tahun-2017-edited.csv
