Cell Value (CSV),Wikidata Entity (id),Wikidata Entity (label),Context,Table Name,Url
"Drs. Danu, MM",,,kepala_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
RA RAudlatus Salafiyah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Pos PAUD Kemuning,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Utara Rawa Badak,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
SMP Negeri 55,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
TK Darussalam,Q25473053,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD PKBm Negeri 07 Cengkareng,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Akreditasi Internasional,,,pentahapan_akreditasi,data-rumah-sakit-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a10/77d/data-rumah-sakit-kota-bandung.csv
SD NEGERI CIJAMBE 2,Q61666953,SD NEGERI CIJAMBE 2,Nama Sekolah,data-sekolah-tahun-2018.csv,data.go.id
BKB Melati Suci,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Waduk Wijaya Kusuma,,,perairan,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
RA Asy Syuhada,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Al Wathoniyah 9,Q12710415,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Aisyiah 19,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Nurfitri,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK I Annur,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK It Citra Az Zahra,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Kids Island,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMP Negeri 226,Q19752815,SMP Negeri 226 Jakarta,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
TK Kinderland,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Harapan Mulia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Taman Lansia,Q31173292,Taman Lansia,nama_tempat,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
TK Islam Bamadita Rahman,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KEMBANGAN SELATAN,Q13544261,Kembangan Selatan,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
BKB PAUD Bunga Rampai,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Mutiara Ibu,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Melati 3,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Timur Utan Kayu,Q20427735,Utan Kayu,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
BKB PAUD Soga Indah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Harmoni,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Al-Jairy,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Mawar 013,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RS Harapan Bunda,,,nama_rs,data-rumah-sakit-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a10/77d/data-rumah-sakit-kota-bandung.csv
TK Indonesia Playschool,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Nur,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMP Negeri 189,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
RPTRA Manunggal,Q25470751,RPTRA Manuggal,nama_rptra,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
TK Nurul Fallah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Waduk Hankam,,,perairan,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
RSU Lanud Dr. M. Salamun,,,nama_rs,data-rumah-sakit-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a10/77d/data-rumah-sakit-kota-bandung.csv
PAUD Pakis,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Barat,Q10116,Jakarta Barat,wilayah,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
"Drs.H.EH.Darmawijaya,SH,M.Si",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
SMA Negeri 31,Q4634788,SMA Negeri 31 Jakarta,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
SMP Negeri 227,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
PAUD Mekar Sari,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Muma 1,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Rabbanee,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Cibubur,Q5119263,Cibubur,kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
SMK Negeri 38,Q62422133,SMK negeri 38,nama_sekolah,Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/0d79f976-cf0b-425e-afdf-2865b0118cd1/download/Data-Sekolah-Menengah-Kejuruan-Provinsi-DKI-Jakarta.csv
PAUD Tunas Harapan,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"ACAH RIANTO, SPD",,,kepala_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
RA/BA/TA Nurussalam,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SPS PAUD Cempaka,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Plus Amanah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kelurahan Karang Anyar,Q6368453,Karang Anyar,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Islam Tazkiyatul Ilmi,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA/BA/TA Nur Rahmah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Cikapundung,Q2211940,Ci Kapundung,Nama Anak Sungai,data-panjang-anak-sungai-citarum-di-kota-bandung-2017.csv,http://data.bandung.go.id/dataset/22e9c22b-124f-4a58-9969-f1c652a66654/resource/ff548d54-c339-48a8-a2ac-6bffd87bb79e/download/data-panjang-anak-sungai-citarum-di-kota-bandung-2017.csv
TK Mawar II,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Aisyiyah 24,Q12710366,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Kalam Kudus,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Ar Ridho,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Lembaga Putra Kita,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Taman Fitness,Q62078988,Taman Fitness,nama_tempat,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
TK K Harapan Zaman,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Daerah Khusus Ibukota Jakarta,Q3630,Daerah Khusus Ibukota Jakarta,provinsi,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Kristen 7 Penabur,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Timur Halim Airport,Q1032934,Bandar Udara Halim Perdanakusuma,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
KB Cemara,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Bahri,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB - PAUD Anggrek,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kalideres,Q192729,Kalideres,kecamatan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
RA Amal Khair,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Aisiyah 95,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Santo Andreas,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Cempaka,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Pulomas,Q19731213,Pulomas,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Skate Park,Q909906,Skate Park,nama_tempat,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
TK Perwara,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Seroja,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Nurul Badar,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SPS PAUD Al-Amanah Pulau Panggang,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Jayakarya,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMA Negeri 85,,,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
PAUD Agung 02,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
JAKARTA SELATAN,Q10114,Jakarta Selatan,NAMA KABUPATEN/KOTA,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
TK Kartika Xi-1,Q25472603,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Melati Indah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMA Negeri 94,,,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
TK Perguruan Advent Xv Ciracas,Q12710781,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Pusat Kegiatan Belajar Masyarakat,Q19731268,Pusat Kegiatan Belajar Masyarakat,Jenjang Sekolah,data-sekolah-tahun-2018.csv,data.go.id
Jakarta Pusat Mid Plaza,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
SMP Negeri 76,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Apotik/Pharmacy,Q13107184,Apotek,fasilitas_kesehatan,data-sarana-yankes-DKI-Jakarta-Tahun-2016-2017.csv,http://data.jakarta.go.id/dataset/c30ac5ed-c07d-405e-8860-f83686232c99/resource/0dd47dfe-11e7-4f7a-99dc-79f319c05114/download/data-sarana-yankes-DKI-Jakarta-Tahun-2016-2017.csv
KEBON BAWANG,Q12490092,"Kebon Bawang, Tanjung Priok, Jakarta Utara",NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
TK Fantasia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Nur Rahmah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Attaqwa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Nurul Iman Pinangsia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Taman Alun Alun Ujung Berung,Q62068650,Taman Alun Alun Ujung Berung,nama_tempat,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
TK Bintang,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMA Negeri 66,Q12510648,SMA Negeri 66 Jakarta,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
TK Ekadiayasa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Musdalifah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Nurul Aini,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Curug Dogdog,,,Nama Anak Sungai,data-panjang-anak-sungai-citarum-di-kota-bandung-2017.csv,http://data.bandung.go.id/dataset/22e9c22b-124f-4a58-9969-f1c652a66654/resource/ff548d54-c339-48a8-a2ac-6bffd87bb79e/download/data-panjang-anak-sungai-citarum-di-kota-bandung-2017.csv
Taman Bangunan Umum,,,JENIS,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
BKB PAUD Teratai 04,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Sukardjo Wiryopranoto,Q12517001,Sukardjo Wiryopranoto,nama_jalan,Data-Jaringan-Jalan-Toll-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/cs_CZ/dataset/7cb53b7f-29cc-4fc5-b869-260ab071c22b/resource/c6784361-9396-4650-af9e-6c4512fbc022/download/Data-Jaringan-Jalan-Toll-Provinsi-DKI-Jakarta.csv
"Sugiyanti, S.Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
TK Al Munawaroh,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Anafary Nur,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK. Al Ikhwan,,,NAMA TK,daftar-tk-di-kecamatan-buah-batu.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/c4d/db0/daftar-tk-di-kecamatan-buah-batu.csv
RA Al Itqon,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Raudhatul Athfal Tunas Bahagia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Taman Rumah Dinas Jabatan Gubernur,,,NAMA,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
PAUD Palapa Rw 05,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Jakarta Montessori School,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Syarifatunnisa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Sandika,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kelurahan Karet Tengsin,Q6370189,Karet Tengsin,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
LE Pondok Kelapa,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
Drs. ISDIANTORO,,,kepala_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
SmTK Vickery,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SDN 208 Luginasari Sukagalih,,,Nama Sekolah,data-sekolah-kec.-sukajadi-2017.csv,https://data.bandung.go.id
TK Bambino Preschool,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB Al Jihad,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"ITA NURWATI, S.Pd, M.Si",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
SDN 071 Sukagalih,,,Nama Sekolah,data-sekolah-kec.-sukajadi-2017.csv,https://data.bandung.go.id
TK Bintang Montessori,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Al-Ma Arif,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB Baitul MyshawwirIIn,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Asy Syubban Al Muslimun,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Dian Pertiwi,Q12710485,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Tauladan 17 Agustus,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMA Negeri 78,Q18941917,SMA Negeri 78 Jakarta,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
Rawabadak,,,kelurahan,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
"Prof Dr. Supomo, SH",Q4201183,Soepomo,nama_pahlawan,Data-Pahlawan-Nasional-Beralamat-Di-Jabodetabek-Autosaved.csv,http://data.jakarta.go.id/dataset/9c344805-d57f-4343-9930-bdac634d0b4b/resource/a0d92108-2d87-4b26-a47e-e7cb6a75e995/download/Data-Pahlawan-Nasional-Beralamat-Di-Jabodetabek-Autosaved.csv
Lembaga Uji Coba Rubah Lagi Alfi,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KEAGUNGAN,Q12490041,Keagungan,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
TK. Amanah,Q25473416,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Angkasa 4,Q25472159,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Darajat,Q25472403,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
